시설
담장
담벽
비상구
환풍구
비상
출입구
소화시설
공사
지하철
호텔
학교
교통
안전
시설
신호등
중앙분리대
표지판
도로
중앙선
과속
노인
마을
회관
병원
놀이
계단
게임
체육관
농업
저수지
논지
경계
가드레일
휀스
울타리
팬스
펜스
가림판
가로수
화단
방풍
보도
블럭
난간
가로등
소화전
보안
블록
소방
방지
낙석
전기
전주
전봇대
전신주
전선
통신
한전
박스
변압기
분전함
배전
선로
계량
하수
맨홀
배수
그레이팅
하수
집수정
처리장
배수관
우수
집수정
하수도관
오수관
받이
빗물
우수
배관
관로
보행자
횡단보도
육교
교량
인도
자동차
다리
차도
교량
고속
교량
외곽
사거리
로터리
자전거
정류장
승강장
터미널
여객
버스
시외
주거
아파트
주택
빌라
단지
센터
주차장
공영
휴식
공원
산책
등산
유원지
팔각정
쉼터
공장
건물
빌딩
